,    Solvables       ,        Solution 1       ,        Solution 2       ,        Solution 3       ,        Solution 4       ,        Solution 5       ,        Solution 6       ,        Solution 7       ,        Solution 8       ,        Solution 9       ,        Solution 10       ,        Solution 11       
1076,    5 5 6 6 ,  (5+5-6)×6 ,  5×5-6/6 ,  (6-6/5)×5 ,,,,,,,,
1077,    5 5 6 7 ,  5×5+6-7 ,  7×5-6-5 ,,,,,,,,,
1078,    5 5 6 8 ,  8+6+5+5 ,,,,,,,,,,
1079,    5 5 6 11 ,  6×5+5-11 ,  (11-5)×5-6 ,,,,,,,,,
1080,    5 5 7 7 ,  7+7+5+5 ,  7×7-5×5 ,  5×5-7/7 ,  (7+5)×(7-5) ,,,,,,,
1081,    5 5 7 8 ,  (5+5-7)×8 ,  5×5+7-8 ,,,,,,,,,
1082,    5 5 7 10 ,  (7+5)×10/5 ,,,,,,,,,,
1083,    5 5 7 11 ,  (7-11/5)×5 ,,,,,,,,,,
1084,    5 5 8 8 ,  5×5-8/8 ,,,,,,,,,,
1085,    5 5 8 9 ,  5×5+8-9 ,  (8-5)×5+9 ,,,,,,,,,
1086,    5 5 8 10 ,  (10+5)×8/5 ,  (5-10/5)×8 ,,,,,,,,,
1087,    5 5 8 11 ,  8×5-11-5 ,,,,,,,,,,
1088,    5 5 8 12 ,  (5+5-8)×12 ,,,,,,,,,,
1089,    5 5 8 13 ,  (13-5-5)×8 ,  (13-5)×(8-5) ,,,,,,,,,
1090,    5 5 9 9 ,  5×5-9/9 ,,,,,,,,,,
1091,    5 5 9 10 ,  5×5+9-10 ,,,,,,,,,,
1092,    5 5 9 11 ,  (11-5)×(9-5) ,,,,,,,,,,
1093,    5 5 10 10 ,  5×5-10/10 ,,,,,,,,,,
1094,    5 5 10 11 ,  5×5+10-11 ,,,,,,,,,,
1095,    5 5 10 13 ,  5/5+13+10 ,  (5-13/5)×10 ,,,,,,,,,
1096,    5 5 11 11 ,  5×5-11/11 ,,,,,,,,,,
1097,    5 5 11 12 ,  5×5+11-12 ,  5/5+12+11 ,  (12-5)×5-11 ,,,,,,,,
1098,    5 5 11 13 ,  13+11+5-5 ,,,,,,,,,,
1099,    5 5 12 12 ,  (12-5-5)×12 ,  5×5-12/12 ,  12+12+5-5 ,,,,,,,,
1100,    5 5 12 13 ,  5×5+12-13 ,  13+12-5/5 ,,,,,,,,,
1101,    5 5 13 13 ,  5×5-13/13 ,,,,,,,,,,
1102,    5 6 6 6 ,  (5-6/6)×6 ,,,,,,,,,,
1103,    5 6 6 7 ,  7+6+6+5 ,  (6+5-7)×6 ,  6×6-7-5 ,  (6+6)×(7-5) ,,,,,,,
1104,    5 6 6 8 ,  (8-5)×6+6 ,,,,,,,,,,
1105,    5 6 6 9 ,  9×6-6×5 ,,,,,,,,,,
1106,    5 6 6 10 ,  (10-5)×6-6 ,  (6+6)×10/5 ,  (6-10/5)×6 ,,,,,,,,
1107,    5 6 6 12 ,  6×5+6-12 ,  12×5-6×6 ,  (12-6)×5-6 ,,,,,,,,
1108,    5 6 7 7 ,  (5-7/7)×6 ,,,,,,,,,,
1109,    5 6 7 8 ,  (7+5)×(8-6) ,  (7+5-8)×6 ,  8×6/(7-5) ,,,,,,,,
1110,    5 6 7 9 ,  (7-5)×9+6 ,,,,,,,,,,
1111,    5 6 7 12 ,  (7+5)×12/6 ,  (7-5)×6+12 ,,,,,,,,,
1112,    5 6 7 13 ,  6×5+7-13 ,  (13+7)×6/5 ,  7×6-13-5 ,  (13-7)×5-6 ,,,,,,,
1113,    5 6 8 8 ,  (6+5-8)×8 ,  (5-8/8)×6 ,,,,,,,,,
1114,    5 6 8 9 ,  (8+5-9)×6 ,  (9+6)×8/5 ,,,,,,,,,
1115,    5 6 8 10 ,  8×6×5/10 ,  8×5-10-6 ,  (8-5)×10-6 ,,,,,,,,
1116,    5 6 8 12 ,  (12+8)×6/5 ,  12×6/(8-5) ,  (5-12/6)×8 ,,,,,,,,
1117,    5 6 8 13 ,  (13+5)×8/6 ,,,,,,,,,,
1118,    5 6 9 9 ,  (9-6)×5+9 ,  (5-9/9)×6 ,,,,,,,,,
1119,    5 6 9 10 ,  (9+5-10)×6 ,  10×9/5+6 ,,,,,,,,,
1120,    5 6 9 11 ,  (11+9)×6/5 ,  (11+5)×9/6 ,,,,,,,,,
1121,    5 6 9 12 ,  (6+5-9)×12 ,  (12-6)×(9-5) ,,,,,,,,,
1122,    5 6 9 13 ,  (13-5)×(9-6) ,,,,,,,,,,
1123,    5 6 10 10 ,  (10+10)×6/5 ,  (5-10/10)×6 ,,,,,,,,,
1124,    5 6 10 11 ,  (10+5-11)×6 ,  (11-5)×(10-6) ,,,,,,,,,
1125,    5 6 10 12 ,  10×6/5+12 ,  (6-12/10)×5 ,,,,,,,,,
1126,    5 6 10 13 ,  13+10+6-5 ,,,,,,,,,,
1127,    5 6 11 11 ,  (5-11/11)×6 ,,,,,,,,,,
1128,    5 6 11 12 ,  12+11+6-5 ,  (11+5-12)×6 ,  (11-5)×6-12 ,,,,,,,,
1129,    5 6 11 13 ,  (13+11)×(6-5) ,  (13-6)×5-11 ,,,,,,,,,
1130,    5 6 12 12 ,  (12+12)×(6-5) ,  (5-12/12)×6 ,,,,,,,,,
1131,    5 6 12 13 ,  (13-6-5)×12 ,  13+12+5-6 ,  (12+5-13)×6 ,,,,,,,,
1132,    5 6 13 13 ,  (5-13/13)×6 ,,,,,,,,,,
1133,    5 7 7 9 ,  (7+5)×(9-7) ,,,,,,,,,,
1134,    5 7 7 10 ,  (7-5)×7+10 ,,,,,,,,,,
1135,    5 7 7 11 ,  (5-11/7)×7 ,,,,,,,,,,
1136,    5 7 8 8 ,  (7-5)×8+8 ,  (8+7)×8/5 ,,,,,,,,,
1137,    5 7 8 9 ,  (7+5-9)×8 ,  8×5-9-7 ,,,,,,,,,
1138,    5 7 8 10 ,  (7+5)×(10-8) ,,,,,,,,,,
1139,    5 7 9 10 ,  (10-7)×5+9 ,,,,,,,,,,
1140,    5 7 9 11 ,  (7+5)×(11-9) ,,,,,,,,,,
1141,    5 7 9 12 ,  (9+5)×12/7 ,,,,,,,,,,
1142,    5 7 9 13 ,  13+9+7-5 ,  (13-7)×(9-5) ,,,,,,,,,
1143,    5 7 10 10 ,  10×7/5+10 ,,,,,,,,,,
1144,    5 7 10 11 ,  (10-5)×7-11 ,,,,,,,,,,
1145,    5 7 10 12 ,  (7+5)×(12-10) ,  (7+5-10)×12 ,  12+10+7-5 ,,,,,,,,
1146,    5 7 10 13 ,  (13-5)×(10-7) ,,,,,,,,,,
1147,    5 7 11 11 ,  11+11+7-5 ,  (11-5)×(11-7) ,,,,,,,,,
1148,    5 7 11 13 ,  (7+5)×(13-11) ,,,,,,,,,,
1149,    5 7 12 12 ,  12×7-12×5 ,,,,,,,,,,
1150,    5 7 13 13 ,  13+13+5-7 ,,,,,,,,,,
1151,    5 8 8 8 ,  8×5-8-8 ,  8×8-8×5 ,,,,,,,,,
1152,    5 8 8 9 ,  9×8/(8-5) ,  (9-5)×8-8 ,,,,,,,,,
1153,    5 8 8 10 ,  (8+5-10)×8 ,  10×8/5+8 ,,,,,,,,,
1154,    5 8 8 13 ,  13+8+8-5 ,,,,,,,,,,
1155,    5 8 9 11 ,  (8-5)×11-9 ,  (9+5-11)×8 ,  (11-8)×5+9 ,,,,,,,,
1156,    5 8 9 12 ,  12+9+8-5 ,  12×8/(9-5) ,,,,,,,,,
1157,    5 8 9 13 ,  9×5-13-8 ,,,,,,,,,,
1158,    5 8 10 11 ,  11+10+8-5 ,,,,,,,,,,
1159,    5 8 10 12 ,  (10+5-12)×8 ,,,,,,,,,,
1160,    5 8 11 12 ,  (8+5-11)×12 ,  (11+5)×12/8 ,  (11-5)×(12-8) ,,,,,,,,
1161,    5 8 11 13 ,  (11+5-13)×8 ,  (13-5)×(11-8) ,,,,,,,,,
1162,    5 8 12 12 ,  (8-5)×12-12 ,,,,,,,,,,
1163,    5 9 9 11 ,  11+9+9-5 ,,,,,,,,,,
1164,    5 9 9 12 ,  9×5-12-9 ,  (9-5)×9-12 ,  (12-9)×5+9 ,,,,,,,,
1165,    5 9 10 10 ,  10+10+9-5 ,,,,,,,,,,
1166,    5 9 10 11 ,  9×5-11-10 ,,,,,,,,,,
1167,    5 9 10 13 ,  10/5+13+9 ,  (13-10)×5+9 ,,,,,,,,,
1168,    5 9 11 13 ,  (11-5)×(13-9) ,,,,,,,,,,
1169,    5 9 12 12 ,  (9+5-12)×12 ,  (12×9+12)/5 ,,,,,,,,,
1170,    5 9 12 13 ,  (13+5)×12/9 ,  (13-5)×(12-9) ,,,,,,,,,
1171,    5 10 10 11 ,  (11×10+10)/5 ,,,,,,,,,,
1172,    5 10 10 12 ,  12×10/(10-5) ,  10/5+12+10 ,,,,,,,,,
1173,    5 10 10 13 ,  (13×10-10)/5 ,,,,,,,,,,
1174,    5 10 11 11 ,  10/5+11+11 ,,,,,,,,,,
1175,    5 10 12 13 ,  (10+5-13)×12 ,,,,,,,,,,
1176,    5 10 13 13 ,  10×5-13-13 ,  13+13-10/5 ,  (13-5)×(13-10) ,,,,,,,,
1177,    5 11 12 12 ,  12×12/(11-5) ,  (12×11-12)/5 ,,,,,,,,,
1178,    6 6 6 6 ,  6+6+6+6 ,  6×6-6-6 ,,,,,,,,,
1179,    6 6 6 8 ,  (6+6)×(8-6) ,  (6+6-8)×6 ,,,,,,,,,
1180,    6 6 6 9 ,  6×6×6/9 ,  (9-6)×6+6 ,,,,,,,,,
1181,    6 6 6 10 ,  10×6-6×6 ,,,,,,,,,,
1182,    6 6 6 11 ,  (11-6)×6-6 ,,,,,,,,,,
1183,    6 6 6 12 ,  (6+6)×12/6 ,  (6-12/6)×6 ,,,,,,,,,
1184,    6 6 7 9 ,  (6+6)×(9-7) ,  (7+6-9)×6 ,,,,,,,,,
1185,    6 6 7 10 ,  (10-7)×6+6 ,,,,,,,,,,
1186,    6 6 7 11 ,  11×6-7×6 ,,,,,,,,,,
1187,    6 6 7 12 ,  7×6-12-6 ,  (12-7)×6-6 ,,,,,,,,,
1188,    6 6 8 8 ,  8×6/(8-6) ,,,,,,,,,,
1189,    6 6 8 9 ,  (6+6-9)×8 ,  (8-6)×9+6 ,,,,,,,,,
1190,    6 6 8 10 ,  (6+6)×(10-8) ,  (8+6-10)×6 ,,,,,,,,,
1191,    6 6 8 11 ,  (11-8)×6+6 ,,,,,,,,,,
1192,    6 6 8 12 ,  8×6×6/12 ,  12×6-8×6 ,  (8-6)×6+12 ,  (12+6)×8/6 ,,,,,,,
1193,    6 6 8 13 ,  (13-8)×6-6 ,,,,,,,,,,
1194,    6 6 9 10 ,  (9-6)×10-6 ,  (10+6)×9/6 ,,,,,,,,,
1195,    6 6 9 11 ,  (6+6)×(11-9) ,  (9+6-11)×6 ,,,,,,,,,
1196,    6 6 9 12 ,  12×6/(9-6) ,  12×9/6+6 ,  (12-9)×6+6 ,,,,,,,,
1197,    6 6 9 13 ,  13×6-9×6 ,,,,,,,,,,
1198,    6 6 10 12 ,  (6+6)×(12-10) ,  (6+6-10)×12 ,  (10+6-12)×6 ,  (12-6)×(10-6) ,,,,,,,
1199,    6 6 10 13 ,  6/6+13+10 ,  (13-10)×6+6 ,,,,,,,,,
1200,    6 6 11 12 ,  6/6+12+11 ,,,,,,,,,,
1201,    6 6 11 13 ,  (6+6)×(13-11) ,  13+11+6-6 ,  (11+6-13)×6 ,,,,,,,,
1202,    6 6 12 12 ,  12+12+6-6 ,  (12-6)×6-12 ,,,,,,,,,
1203,    6 6 12 13 ,  13+12-6/6 ,,,,,,,,,,
1204,    6 7 7 10 ,  (7+7-10)×6 ,,,,,,,,,,
1205,    6 7 7 11 ,  7×6-11-7 ,,,,,,,,,,
1206,    6 7 8 9 ,  8×6/(9-7) ,,,,,,,,,,
1207,    6 7 8 10 ,  (7+6-10)×8 ,  7×6-10-8 ,  (8-6)×7+10 ,,,,,,,,
1208,    6 7 8 11 ,  (11+7)×8/6 ,  (8+7-11)×6 ,,,,,,,,,
1209,    6 7 8 12 ,  (8+6)×12/7 ,,,,,,,,,,
1210,    6 7 9 9 ,  7×6-9-9 ,  (9+7)×9/6 ,  (9-7)×9+6 ,,,,,,,,
1211,    6 7 9 12 ,  (9+7-12)×6 ,  (9-7)×6+12 ,,,,,,,,,
1212,    6 7 10 10 ,  (10-7)×10-6 ,,,,,,,,,,
1213,    6 7 10 12 ,  12×7/6+10 ,  12×7-10×6 ,  12×6/(10-7) ,,,,,,,,
1214,    6 7 10 13 ,  13+10+7-6 ,  (13-7)×(10-6) ,  (10+7-13)×6 ,,,,,,,,
1215,    6 7 11 11 ,  (11-6)×7-11 ,,,,,,,,,,
1216,    6 7 11 12 ,  (7+6-11)×12 ,  12+11+7-6 ,  (12-6)×(11-7) ,,,,,,,,
1217,    6 7 11 13 ,  (13+11)×(7-6) ,,,,,,,,,,
1218,    6 7 12 12 ,  (12+12)×(7-6) ,,,,,,,,,,
1219,    6 7 12 13 ,  13+12+6-7 ,  (13-7)×6-12 ,,,,,,,,,
1220,    6 8 8 8 ,  (8-6)×8+8 ,,,,,,,,,,
1221,    6 8 8 9 ,  9×8-8×6 ,  (8+8)×9/6 ,,,,,,,,,
1222,    6 8 8 10 ,  8×6/(10-8) ,  (10+8)×8/6 ,  (10-6)×8-8 ,,,,,,,,
1223,    6 8 8 11 ,  (8+6-11)×8 ,,,,,,,,,,
1224,    6 8 8 12 ,  12×8/6+8 ,  (8+8-12)×6 ,,,,,,,,,
1225,    6 8 9 9 ,  (9+9)×8/6 ,  9×8/(9-6) ,,,,,,,,,
1226,    6 8 9 10 ,  (10-8)×9+6 ,,,,,,,,,,
1227,    6 8 9 11 ,  8×6/(11-9) ,,,,,,,,,,
1228,    6 8 9 12 ,  9×8/6+12 ,  (9+6-12)×8 ,,,,,,,,,
1229,    6 8 9 13 ,  13+9+8-6 ,  (9+8-13)×6 ,,,,,,,,,
1230,    6 8 10 11 ,  (11-8)×10-6 ,,,,,,,,,,
1231,    6 8 10 12 ,  8×6/(12-10) ,  12+10+8-6 ,  (10+6)×12/8 ,  12×8/(10-6) ,  (10-8)×6+12 ,,,,,,
1232,    6 8 10 13 ,  (10+6-13)×8 ,,,,,,,,,,
1233,    6 8 11 11 ,  11+11+8-6 ,,,,,,,,,,
1234,    6 8 11 12 ,  12×6/(11-8) ,,,,,,,,,,
1235,    6 8 11 13 ,  8×6-13-11 ,  8×6/(13-11) ,,,,,,,,,
1236,    6 8 12 12 ,  (8+6-12)×12 ,  8×6-12-12 ,  12×8-12×6 ,  (12-6)×(12-8) ,  12×12/8+6 ,,,,,,
1237,    6 8 13 13 ,  13+13+6-8 ,,,,,,,,,,
1238,    6 9 9 10 ,  10×9/6+9 ,,,,,,,,,,
1239,    6 9 9 11 ,  (9-6)×11-9 ,  (11-9)×9+6 ,,,,,,,,,
1240,    6 9 9 12 ,  12+9+9-6 ,,,,,,,,,,
1241,    6 9 10 11 ,  11+10+9-6 ,  10×9-11×6 ,,,,,,,,,
1242,    6 9 10 12 ,  (10-6)×9-12 ,  (12-9)×10-6 ,  (12-10)×9+6 ,,,,,,,,
1243,    6 9 11 12 ,  (11-9)×6+12 ,,,,,,,,,,
1244,    6 9 11 13 ,  (13-11)×9+6 ,,,,,,,,,,
1245,    6 9 12 12 ,  (9-6)×12-12 ,  (12+6)×12/9 ,  12×6/(12-9) ,,,,,,,,
1246,    6 9 12 13 ,  (9+6-13)×12 ,  (12-6)×(13-9) ,  12/6+13+9 ,,,,,,,,
1247,    6 10 10 10 ,  10+10+10-6 ,,,,,,,,,,
1248,    6 10 10 13 ,  (13-10)×10-6 ,,,,,,,,,,
1249,    6 10 11 12 ,  12×10/(11-6) ,,,,,,,,,,
1250,    6 10 12 12 ,  12/6+12+10 ,  (12-10)×6+12 ,,,,,,,,,
1251,    6 10 12 13 ,  12×6/(13-10) ,,,,,,,,,,
1252,    6 11 11 12 ,  12/6+11+11 ,,,,,,,,,,
1253,    6 11 12 12 ,  (12×11+12)/6 ,,,,,,,,,,
1254,    6 11 12 13 ,  (13-11)×6+12 ,,,,,,,,,,
1255,    6 12 12 12 ,  12×12/(12-6) ,,,,,,,,,,
1256,    6 12 12 13 ,  (13×12-12)/6 ,,,,,,,,,,
1257,    6 12 13 13 ,  13+13-12/6 ,,,,,,,,,,
1258,    7 7 7 12 ,  (7+7)×12/7 ,,,,,,,,,,
1259,    7 7 8 11 ,  (7+7-11)×8 ,,,,,,,,,,
1260,    7 7 9 10 ,  (9-7)×7+10 ,,,,,,,,,,
1261,    7 7 10 13 ,  7/7+13+10 ,,,,,,,,,,
1262,    7 7 11 12 ,  7/7+12+11 ,  (12-7)×7-11 ,,,,,,,,,
1263,    7 7 11 13 ,  13+11+7-7 ,  (13-7)×(11-7) ,,,,,,,,,
1264,    7 7 12 12 ,  (7+7-12)×12 ,  12+12+7-7 ,,,,,,,,,
1265,    7 7 12 13 ,  7×7-13-12 ,  13+12-7/7 ,,,,,,,,,
1266,    7 8 8 9 ,  (9-7)×8+8 ,,,,,,,,,,
1267,    7 8 8 10 ,  10×8-8×7 ,,,,,,,,,,
1268,    7 8 8 11 ,  (11-7)×8-8 ,,,,,,,,,,
1269,    7 8 8 12 ,  (8+7-12)×8 ,,,,,,,,,,
1270,    7 8 8 13 ,  (13+8)×8/7 ,,,,,,,,,,
1271,    7 8 9 10 ,  9×8/(10-7) ,,,,,,,,,,
1272,    7 8 9 12 ,  (12+9)×8/7 ,  (9+7)×12/8 ,,,,,,,,,
1273,    7 8 9 13 ,  (9+7-13)×8 ,,,,,,,,,,
1274,    7 8 10 10 ,  (10-8)×7+10 ,,,,,,,,,,
1275,    7 8 10 11 ,  (11+10)×8/7 ,,,,,,,,,,
1276,    7 8 10 13 ,  13+10+8-7 ,,,,,,,,,,
1277,    7 8 11 12 ,  12+11+8-7 ,  12×8/(11-7) ,,,,,,,,,
1278,    7 8 11 13 ,  (13+11)×(8-7) ,  (13-8)×7-11 ,,,,,,,,,
1279,    7 8 12 12 ,  (12+12)×(8-7) ,,,,,,,,,,
1280,    7 8 12 13 ,  (8+7-13)×12 ,  13+12+7-8 ,  (13-7)×(12-8) ,,,,,,,,
1281,    7 9 9 13 ,  13+9+9-7 ,,,,,,,,,,
1282,    7 9 10 11 ,  (10-7)×11-9 ,  (11-9)×7+10 ,,,,,,,,,
1283,    7 9 10 12 ,  12+10+9-7 ,,,,,,,,,,
1284,    7 9 11 11 ,  11+11+9-7 ,,,,,,,,,,
1285,    7 9 11 12 ,  (11+7)×12/9 ,  (11-7)×9-12 ,,,,,,,,,
1286,    7 9 12 12 ,  12×9-12×7 ,,,,,,,,,,
1287,    7 9 13 13 ,  13+13+7-9 ,  (13-7)×(13-9) ,,,,,,,,,
1288,    7 10 10 11 ,  11+10+10-7 ,,,,,,,,,,
1289,    7 10 10 12 ,  (12-10)×7+10 ,,,,,,,,,,
1290,    7 10 11 13 ,  (13-11)×7+10 ,,,,,,,,,,
1291,    7 10 12 12 ,  (10-7)×12-12 ,  12×10/(12-7) ,,,,,,,,,
1292,    7 10 12 13 ,  (13+7)×12/10 ,,,,,,,,,,
1293,    7 12 12 13 ,  12×12/(13-7) ,  (13×12+12)/7 ,,,,,,,,,
1294,    8 8 8 10 ,  (10-8)×8+8 ,,,,,,,,,,
1295,    8 8 8 11 ,  11×8-8×8 ,,,,,,,,,,
1296,    8 8 8 12 ,  (8+8)×12/8 ,  (12-8)×8-8 ,,,,,,,,,
1297,    8 8 8 13 ,  (8+8-13)×8 ,,,,,,,,,,
1298,    8 8 9 11 ,  9×8/(11-8) ,  (11-9)×8+8 ,,,,,,,,,
1299,    8 8 9 12 ,  12×8-9×8 ,,,,,,,,,,
1300,    8 8 9 13 ,  (13-9)×8-8 ,,,,,,,,,,
1301,    8 8 10 12 ,  (12-10)×8+8 ,,,,,,,,,,
1302,    8 8 10 13 ,  8/8+13+10 ,  13×8-10×8 ,,,,,,,,,
1303,    8 8 11 12 ,  8/8+12+11 ,,,,,,,,,,
1304,    8 8 11 13 ,  13+11+8-8 ,  (13-11)×8+8 ,,,,,,,,,
1305,    8 8 12 12 ,  12+12+8-8 ,  12×8/(12-8) ,,,,,,,,,
1306,    8 8 12 13 ,  13+12-8/8 ,,,,,,,,,,
1307,    8 9 9 12 ,  9×8/(12-9) ,,,,,,,,,,
1308,    8 9 10 12 ,  (10+8)×12/9 ,  12×10/8+9 ,,,,,,,,,
1309,    8 9 10 13 ,  9×8/(13-10) ,  13+10+9-8 ,,,,,,,,,
1310,    8 9 11 11 ,  (11-8)×11-9 ,,,,,,,,,,
1311,    8 9 11 12 ,  12+11+9-8 ,,,,,,,,,,
1312,    8 9 11 13 ,  (13+11)×(9-8) ,,,,,,,,,,
1313,    8 9 12 12 ,  (12+12)×(9-8) ,  (12-8)×9-12 ,  12×12/9+8 ,,,,,,,,
1314,    8 9 12 13 ,  13+12+8-9 ,  12×8/(13-9) ,,,,,,,,,
1315,    8 10 10 12 ,  12+10+10-8 ,,,,,,,,,,
1316,    8 10 11 11 ,  11+11+10-8 ,,,,,,,,,,
1317,    8 10 12 12 ,  (12+8)×12/10 ,  12×10-12×8 ,,,,,,,,,
1318,    8 10 12 13 ,  12×10/(13-8) ,,,,,,,,,,
1319,    8 10 13 13 ,  13+13+8-10 ,,,,,,,,,,
1320,    8 11 12 12 ,  (11-8)×12-12 ,,,,,,,,,,
1321,    9 9 9 12 ,  (9+9)×12/9 ,,,,,,,,,,
1322,    9 9 10 13 ,  9/9+13+10 ,,,,,,,,,,
1323,    9 9 11 12 ,  9/9+12+11 ,  (12-9)×11-9 ,,,,,,,,,
1324,    9 9 11 13 ,  13+11+9-9 ,,,,,,,,,,
1325,    9 9 12 12 ,  12+12+9-9 ,,,,,,,,,,
1326,    9 9 12 13 ,  13+12-9/9 ,  (13-9)×9-12 ,,,,,,,,,
1327,    9 10 10 13 ,  13+10+10-9 ,,,,,,,,,,
1328,    9 10 11 12 ,  12+11+10-9 ,  (11+9)×12/10 ,,,,,,,,,
1329,    9 10 11 13 ,  (13+11)×(10-9) ,  (13-10)×11-9 ,,,,,,,,,
1330,    9 10 12 12 ,  (12+12)×(10-9) ,,,,,,,,,,
1331,    9 10 12 13 ,  13+12+9-10 ,,,,,,,,,,
1332,    9 11 11 11 ,  11+11+11-9 ,,,,,,,,,,
1333,    9 11 12 12 ,  12×11-12×9 ,,,,,,,,,,
1334,    9 11 12 13 ,  (13+9)×12/11 ,,,,,,,,,,
1335,    9 11 13 13 ,  13+13+9-11 ,,,,,,,,,,
1336,    9 12 12 12 ,  (12-9)×12-12 ,,,,,,,,,,
1337,    10 10 10 12 ,  (10+10)×12/10 ,,,,,,,,,,
1338,    10 10 10 13 ,  10/10+13+10 ,,,,,,,,,,
1339,    10 10 11 12 ,  10/10+12+11 ,,,,,,,,,,
1340,    10 10 11 13 ,  13+11+10-10 ,,,,,,,,,,
1341,    10 10 12 12 ,  12+12+10-10 ,,,,,,,,,,
1342,    10 10 12 13 ,  13+12-10/10 ,,,,,,,,,,
1343,    10 11 11 12 ,  12+11+11-10 ,,,,,,,,,,
1344,    10 11 11 13 ,  (13+11)×(11-10) ,  11/11+13+10 ,,,,,,,,,
1345,    10 11 12 12 ,  (12+12)×(11-10) ,  (12+10)×12/11 ,,,,,,,,,
1346,    10 11 12 13 ,  13+12+10-11 ,,,,,,,,,,
1347,    10 12 12 12 ,  12×12-12×10 ,,,,,,,,,,
1348,    10 12 12 13 ,  12/12+13+10 ,  (13-10)×12-12 ,,,,,,,,,
1349,    10 12 13 13 ,  13+13+10-12 ,,,,,,,,,,
1350,    10 13 13 13 ,  13/13+13+10 ,,,,,,,,,,
1351,    11 11 11 12 ,  (11+11)×12/11 ,  11/11+12+11 ,,,,,,,,,
1352,    11 11 11 13 ,  13+11+11-11 ,,,,,,,,,,
1353,    11 11 12 12 ,  12+12+11-11 ,,,,,,,,,,
1354,    11 11 12 13 ,  13+12-11/11 ,  (13+11)×(12-11) ,,,,,,,,,
1355,    11 12 12 12 ,  12/12+12+11 ,  (12+12)×(12-11) ,,,,,,,,,
1356,    11 12 12 13 ,  13+12+11-12 ,  13×12-12×11 ,,,,,,,,,
1357,    11 12 13 13 ,  13/13+12+11 ,  (13+11)×(13-12) ,,,,,,,,,
1358,    11 13 13 13 ,  13+13+11-13 ,,,,,,,,,,
1359,    12 12 12 12 ,  12+12+12-12 ,,,,,,,,,,
1360,    12 12 12 13 ,  (12+12)×(13-12) ,  13+12-12/12 ,,,,,,,,,
1361,    12 12 13 13 ,  13+12+12-13 ,,,,,,,,,,
1362,    12 13 13 13 ,  13+12-13/13 ,  (13+13)×12/13 ,,,,,,,,,
